product,name,description,flowerydescription,availability,sku,price
lavalier-bleu-petite-button,Lavalier Bleu Petite - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm button pearl in 750 white gold with 13 blue sapphires, total 1.32 carats and 36 white diamonds, total 0.16 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, an alluring blue sapphire and diamond studded chain mesh encases a smooth button pearl for sophisticated style.",NA,NA,DH14N24WB,"$8,960.00"
lavalier-bleu-petite-round,Lavalier Bleu Petite - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm round pearl in 750 white gold with thirteen blue sapphires, total 1.32 carats and thirty-six white diamonds, total 0.16 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, an alluring blue sapphire and diamond studded chain mesh encases a perfect round pearl for sophisticated style.",NA,NA,DH14N24WR,"$11,060.00"
lavalier-bleu-tassel,Lavalier Bleu - Tassel,"Paspaley Australian South Sea pearl necklace featuring one 16mm round pearl in 750 white gold with eleven blue sapphires, total 4.32 carats, twelve paraiba, total 0.48 carats and 520 white diamonds, total 3.08 carats.
A chandelier of alluring blue hues, intricate diamond embellishment and glistening tassels creates a glamorous accessory worthy of the regal origins from which the name Lavalier is derived. This iconic Lavalier boasts a perfect round 18mm pearl.",NA,NA,DH14N26WH,"$43,380.00"
lavalier-circle-white-gold,Lavalier - Circlé,"Paspaley Australian South Sea pearl necklace featuring one loose 17mm circlé pearl in 750 white gold with twelve white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
Casually elegant, the generous length of the Lavalier gives flow and adds movement while the basket of fine gold mesh and interlocking chain hugs the naturally formed grooves that encircle the precious circlé gem.",NA,NA,DH13N01W83C,"$6,160.00"
lavalier-circle-yellow-gold,Lavalier - Circlé,"Paspaley Australian South Sea pearl necklace featuring one loose 17mm circlé pearl in 750 yellow gold with twelve white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
Casually elegant, the generous length of the Lavalier gives flow and adds movement while the basket of fine gold mesh and interlocking chain hugs the naturally formed grooves that encircle the precious circlé gem.",NA,NA,DH13N01Y83C,"$6,160.00"
lavalier-diamond-petite-button,Lavalier Diamond Petite - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm button pearl in 750 white gold with fifty-six white diamonds, total 0.71 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, a diamond studded chain mesh encases a smooth button pearl for sophisticated style.",NA,NA,DH14N21WB,"$9,960.00"
lavalier-diamond-petite-round,Lavalier Diamond Petite - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm round pearl in 750 white gold with fifty-six white diamonds, total 0.71 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, a diamond studded chain mesh encases a smooth round pearl for sophisticated style.",NA,NA,DH14N21WR,"$12,060.00"
lavalier-earrings-circle-white-gold,Lavalier Earrings - Circlé,"Paspaley Australian South Sea pearl Lavalier Earrings featuring two loose 13mm circlé pearls in 750 white gold.
Distinctive circlé pearls encased in an intricate mesh of white gold chain slide onto a simple hoop create the nautically inspired Lavalier earrings.",NA,NA,DH14E20WC,"$4,860.00"
lavalier-earrings-circle-yellow-gold,Lavalier Earrings - Circlé,"Paspaley Australian South Sea pearl Lavalier Earrings featuring two loose 13mm circlé pearls in 750 yellow gold.
Distinctive circlé pearls encased in an intricate mesh of yellow gold chain slide onto a simple hoop to create the nautically inspired Lavalier earrings.",NA,NA,DH14E20YC,"$4,860.00"
lavalier-noir-button,Lavalier Noir - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm button pearl in 750 white gold with twenty-eight black diamonds, total 0.95 carats and six white diamonds, total 0.03 carats, adjustable length from 42cm-73cm.
From sleek to striking glamour. Gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in cool white gold and studded with smouldering black diamonds.",NA,NA,DH13N04WB,"$11,160.00"
lavalier-noir-round,Lavalier Noir - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm round pearl in 750 white gold with twenty-eight black diamonds, total 0.95 carats and six white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
From sleek to striking glamour. Gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in cool white gold and studded with smouldering black diamonds.",NA,NA,DH13N04WR,"$16,360.00"
lavalier-opal-button,Lavalier Opal - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm button pearl in 750 rose gold with twenty-eight opals, total 0.85 carats and six white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
Bejewelled and gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in earthy rose gold and studded with opal cabochons.",NA,NA,DH13N02RB,"$11,160.00"
lavalier-opal-earrings-round,Lavalier Opal Earrings - Round,"Paspaley Australian South Sea pearl Lavalier Earrings featuring two loose 13mm round pearls in 750 rose gold with twenty-eight white opal cabochons, total 0.20 carats, eighteen white diamonds, total 0.85 carats and two 5mm keshi pearls, adjustable length 40-85cm in length.The design features dazzling white opal studded earthy rose gold chain mesh that holds perfect round pearls. The mesh slides onto a diamond studded hoop which can also be worn alone.",NA,NA,DH15E30RR,"$13,660.00"
lavalier-opal-hero,Lavalier Opal Hero,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm round pearl in 750 rose gold with thirty opals, total 0.90 carats, sixty-eight white diamonds, total 0.90 carats, and one 6mm keshi pearl, adjustable length 42cm-85cm.
Bejewelled and gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in earthy rose gold and studded with opal cabochons and diamonds. This Paspaley Lavalier combines Australian opals with a precious Keshi pearl.",NA,NA,DH15N30RH,"$23,680.00"
lavalier-opal-round,Lavalier Opal - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm round pearl in 750 rose gold with twenty-eight opals, total 0.85 carats and six white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
Bejewelled and gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in earthy rose gold and studded with opal cabochons.",NA,NA,DH13N02RR,"$16,360.00"
lavalier-petite-circle-white-gold,Lavalier Petite - Circlé,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm circlé pearl in 750 white gold with twelve white diamonds, total 0.02 carats, adjustable length from 40cm-78cm.
Understated elegance. Delicately suspended on an adjustable chain encases a distinctive circlé pearl.",NA,NA,DH14N20WC,"$3,960.00"
lavalier-petite-circle-yellow-gold,Lavalier Petite - Circlé,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm circlé pearl in 750 yellow gold with twelve white diamonds, total 0.02 carats, adjustable length from 40cm-78cm.
Understated elegance. Delicately suspended on an adjustable chain mesh encases a distinctive circlé pearl.",NA,NA,DH14N20YC,"$3,960.00"
lavalier-petite-round-white-gold,Lavalier Petite - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm round pearl in 750 white gold with twelve white diamonds, total 0.02 carats, adjustable length from 40cm-78cm.
Understated elegance. Delicately suspended on an adjustable chain encases a perfect round pearl.",NA,NA,DH14N20WR,"$7,560.00"
lavalier-petite-round-yellow-gold,Lavalier Petite - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm round pearl in 750 yellow gold with twelve white diamonds, total 0.02 carats, adjustable length from 40cm-78cm.
Understated elegance. Delicately suspended on an adjustable chain encases a perfect round pearl.",NA,NA,DH14N20YR,"$7,560.00"
lavalier-ruby-and-chrysophrase,Lavalier Ruby and Chrysophrase,"Paspaley Australian South Sea necklace featuring one 16mm round pearl in 750 yellow gold with sixty-seven rubies, total 4.80 carats, twelve chrysophrase, total 0.6 carats and six white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
At the centre of this wildly beautiful creation is a remarkably rare 16mm perfectly formed round pearl, encompassing this exceptional gem, that has been hand selected by the Paspaley family, is a basket of fine gold mesh embellished with opulent rubies and contrasting chrysophrase.",NA,NA,DH13N05Y83H,"$19,760.00"
lavalier-ruby-petite-button,Lavalier Ruby Petite - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm button pearl in 750 yellow gold with thirteen rubies, total 1.32 carats and thirty-six white diamonds, total 0.16 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, an alluring red rubies and diamond studded chain mesh encases a smooth button pearl for sophisticated style.",NA,NA,DH14N23YB,"$8,960.00"
lavalier-ruby-petite-round,Lavalier Ruby Petite - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm round pearl in 750 yellow gold with thirteen rubies, total 1.32 carats and thirty-six white diamonds, total 0.16 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, an alluring red rubies and diamond studded chain mesh encases a smooth round pearl for sophisticated style.",NA,NA,DH14N23YR,"$11,060.00"
lavalier-white-diamond-tassel,Lavalier White Diamond- Tassel,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm round pearl in 750 yellow gold with one-hundred and fifty-one white diamonds, total 4.55 carats, adjustable length 40-73cm in length.
A chandelier of intricate diamond embellishment and glistening gold tassels creates an astonishingly glamorous jewel worthy of the regal origins from which the name Lavalier is derived.41780",NA,NA,DH13N06Y83H,"$41,680.00"
lavalier-white-gold-opal-button,Lavalier White Gold Opal - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm button pearl in 750 white gold with eighteen opals, total 0.55 carats and twenty-two white diamonds, total 0.40 carats, and one 6mm keshi pearl adjustable length from 42cm-85cm in length.
Bejewelled and gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in brilliant white gold and studded with opal cabochons and diamonds. This Paspaley Lavalier combines Australian opals with a precious Keshi pearl.",NA,NA,DH15N31WB,"$12,360.00"
lavalier-white-gold-opal-round,Lavalier White Gold Opal - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm round pearl in 750 white gold with eighteen opals, total 0.55 carats, twenty-two white diamonds, total 0.40 carats and one 6mm keshi pearl, adjustable length from 42cm-85cm.
Bejewelled and gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in brilliant white gold and studded with opal cabochons and diamonds. This Paspaley Lavalier combines Australian opals with a precious Keshi pearl.",NA,NA,DH15N31WR,"$17,560.00"
long-trace-chain-100cm-white-gold,Long Trace Chain - 100cm,"Paspaley classic mirror trace chain in 750 white gold, 1.6mm wide, length 100cm.This extended length sits perfectly on the body, allowing the wearer to style and layer with other pieces or wear alone for a contemporary aesthetic.",NA,NA,C15C03W13100,"$1,690.00"
long-trace-chain-white-gold,Long Trace Chain,"Paspaley classic trace chain in 750 white gold, 1.6mm wide. 80cm long.This fine classic yellow gold chain features a diamond clasp that is ideal for pendants designed to be worn long.",NA,NA,C12C01W1580,"$1,290.00"
long-trace-chain,Long Trace Chain,"Paspaley classic trace chain in 750 yellow gold, 1.6mm wide. 80cm long.This fine classic yellow gold chain features a diamond clasp that is ideal for pendants designed to be worn long.",NA,NA,C12C01Y1580,"$1,290.00"
maxima-black-long-mop-earrings-white-gold,Maxima Black Long MOP Earrings - White Gold,Paspaley Maxima Black mother-of-pearl earrings in 750 white gold with 566 White Diamonds (2.5ct)This design features iridescent Black mother-of-pearl with a delicate diamond trim. Stunning shoulder length earring accessories suspend from the clips to create a striking look.,NA,NA,DW17E02WAE02W,"$20,780.00"
maxima-black-mop-bracelet,Maxima Black MOP Bracelet,"Paspaley Maxima Bracelet in 750 White Gold with Black Mother of Pearl and 387 White Diamonds (1.90ct)Lustrous from all angles, Black mother-of-pearl shows flashes of pink and green and is surrounded by a delicate trim of white diamonds.",NA,NA,W17B01W,"$14,800.00"
maxima-black-mop-earrings-white-gold,Maxima Black MOP Earrings - White Gold,Paspaley Maxima Black mother-of-pearl earrings in 750 white gold with 172 White Diamonds (0.70ct)This design features iridescent Black mother-of-pearl with a delicate diamond trim. This length taking you day to night.,NA,NA,DW17E02WAE01W,"$7,660.00"
maxima-black-mop-necklet,Maxima Black MOP Necklet,"Paspaley Maxima Necklace in 750 White Gold with Black Mother of Pearl and 76 White Diamonds (0.30ct)Striking iridescent Black mother-of-pearl showing flashes of pink and green is surrounded by a delicate trim of diamonds, suspended on a white gold chain",NA,NA,W17N01W,"$3,880.00"
maxima-black-mop-studs,Maxima Black MOP Studs,Paspaley Maxima Studs in 750 White Gold with Black Mother of Pearl and 68 White Diamonds (0.15ct)Striking iridescent Black mother-of-pearl showing flashes of pink and green is surrounded by a delicate trim of diamonds.,NA,NA,W17E01W,"$2,680.00"
maxima-body-chain,Maxima Body Chain,"Paspaley Maxima mother-of-pearl necklace featuring one, 15mm Round Australian South Sea pearl set in 750 white gold with three hundred and sixty white diamonds, total 1.85 carats.Contemporary and versatile, this body chain is perfect paired with a white t-shirt or with your favourite evening dress. Designed to be worn over the garment, the design also allows the wearer to detach the wrap-around piece? creating a simpler long necklace.",NA,NA,W15N08WPR15,"$29,800.00"
maxima-bracelet-white-gold,Maxima Bracelet - White Gold,"Paspaley Maxima mother-of-pearl bracelet set in 750 white gold with three hundred with fourteen white diamonds, total 2.10 carats.Inspired by water, this contemporary design is effortlessly elegant. Perfect for special occasions, or to make each day a little more special.",NA,NA,W15B04W,"$15,800.00"
maxima-bracelet-yellow-gold,Maxima Bracelet - Yellow Gold,"Paspaley Maxima mother-of-pearl bracelet set in 750 yellow gold with eighteen white diamonds.Inspired by water, this contemporary design is effortlessly elegant. Perfect for special occasions, or to make each day a little more special.",NA,NA,W15B02Y,"$5,280.00"
maxima-chain-bracelet,Maxima Chain Bracelet,"Paspaley Maxima mother-of-pearl bracelet set in 750 yellow gold with white diamonds.Perfect to layer with your favourite Australian South Sea pearl strand bracelet, this piece features hand carved mother-of-pearl and a delicate chain detail.",NA,NA,W15B01Y,"$2,480.00"
maxima-clasp-white-gold,Maxima Clasp - White Gold,"Paspaley Maxima mother-of-pearl clasp set in 750 white gold with one hundred with two white diamonds, total 0.75 carats.The perfect accompaniment to your Paspaley Australian South Sea pearl strand.",NA,NA,W15L02W,"$6,480.00"
maxima-clasp-yellow-gold,Maxima Clasp - Yellow Gold,"Paspaley Maxima mother-of-pearl clasp set in 750 yellow gold with twenty-four white diamonds, total 0.36 carats.The perfect accompaniment to your Paspaley Australian South Sea pearl strand.",NA,NA,W15L01Y,"$4,280.00"
maxima-diamond-clip-earrings-white-gold,Maxima Diamond Clip Earrings - White Gold,Paspaley Maxima mother-of-pearl earrings in 750 White Gold with White DiamondsThe design features iridescent Black mother-of-pearl with a delicate diamond trim. Mother-of-pearl accessories slide onto a diamond studded hoop which can also be worn alone.,NA,NA,DC16E04WAE01W,"$6,460.00"
maxima-diamond-clip-earrings-yellow-gold,Maxima Diamond Clip Earrings - Yellow Gold,Paspaley Maxima mother-of-pearl earrings in 750 Yellow Gold with White DiamondsThe design features iridescent White mother-of-pearl with a delicate diamond trim. Mother-of-pearl accessories slide onto a diamond studded hoop which can also be worn alone.,NA,NA,DC16E04YAE03Y,"$6,460.00"
maxima-diamond-necklet,Maxima Diamond Necklet,"Paspaley Maxima mother-of-pearl necklet set in 750 white gold with white diamonds.This necklet sits at the nape of the neck, the singular piece of mother-of-pearl, combined with white diamonds floating on the wearer.",NA,NA,W15N04W,"$2,280.00"
maxima-diamond-pendant,Maxima Diamond Pendant,"Paspaley Maxima mother-of-pearl pendant set in 750 white gold with seventy-four white diamonds, total 0.47 carats. Chain available separately.This contemporary shape and intense lustre paired with white diamonds immediately catches the eye. Recommended with the Long Trace Chain in 100cm.",NA,NA,W15P02W,"$3,680.00"
maxima-diamond-ring,Maxima Diamond Ring,"Paspaley Maxima mother-of-pearl ring set in 750 white gold and one hundred with ninty-three white diamonds, total 1.50 carats.This contemporary cocktail ring is the perfect accompaniment to any ensemble. Perfect worn as is, or paired with your favourite Paspaley earrings.",NA,NA,W15R03W54,"$10,800.00"
maxima-earrings,Maxima Earrings,"Paspaley Maxima mother-of-pearl clip on and post earrings set in 750 white gold and three hundred and two white diamonds, total 1.56 carats.These clip-on earrings exude an intense lustre in a myriad of rainbow hues.",NA,NA,W15E06W,"$14,800.00"
maxima-irukandji-earrings,Maxima Irukandji Earrings,"Paspaley Maxima mother-of-pearl ""Irukandji"" earrings set in 750 white gold with white diamonds.Inspired by oceanic creatures from the depths of the sea, these delicate earrings combine lustrous mother-of-pearl with a unique chain feature. Perfect for everyday or special occasions.",NA,NA,W15E04W,"$2,180.00"
maxima-multi-pearl-rope-white-gold,Maxima Multi Pearl Rope - White Gold,"Paspaley Maxima mother-of-pearl necklace featuring nine, 11-12mm round Australian South Sea pearls set in 750 white gold with four hundred and twenty-one white diamonds, total 2.00 carats.This modern design combines the fluid droplet shape of mother of pearl with nine glowing Australian South Sea pearls.",NA,NA,W15N05WPR12,"$39,800.00"
maxima-multi-pearl-rope-yellow-gold,Maxima Multi Pearl Rope - Yellow Gold,"Paspaley Maxima mother-of-pearl necklace featuring nine, 11-12mm Round Australian South Sea pearls set in 750 yellow gold with two hundred and twenty-two white diamonds, total 1.20 carats.This modern design combines the fluid droplet shape of mother of pearl with glowing Australian South Sea pearls.",NA,NA,W15N11YPR12,"$29,800.00"
maxima-necklet-yellow-gold,Maxima Necklet - Yellow Gold,"Paspaley Maxima mother-of-pearl necklet set in 750 yellow gold with white diamonds.This necklet sits at the nape of the neck, the singular piece of mother-of-pearl floating on the wearer.",NA,NA,W15N01Y,"$1,780.00"
maxima-pearl-earrings-white-gold,Maxima Pearl Earrings - White Gold,"Paspaley Maxima mother-of-pearl earrings in 750 White Gold featuring two 13mm Round Australian South Sea Pearls with 76 White DiamondsThis design features iridescent Black mother-of-pearl with a delicate diamond trim, designed for day or night with two round 13mm pearls suspended from the earrings, which can also be worn on their own.",NA,NA,DW17E02WPR13,"$10,630.00"
maxima-pearl-earrings-yellow-gold,Maxima Pearl Earrings - Yellow Gold,"Paspaley Maxima mother-of-pearl earrings in 750 Yellow Gold featuring two 13mm Round Australian South Sea Pearls with 76 White Diamonds (0.03)This design features iridescent White mother-of-pearl with a delicate diamond trim, designed for day or night with two round 13mm pearls suspended from the earrings, which can also be worn on their own.",NA,NA,DW17E03YPR13,"$10,630.00"
maxima-pearl-earrings,Maxima Pearl Earrings,"Paspaley Maxima mother-of-pearl earrings featuring two, 12mm round Australian South Sea pearls set in 750 white gold with sixty-six white diamonds, total 0.40 carats.These earrings are incredibly versatile and can be worn as pictured, or without the Australian South Sea pearls, as a pair of studs.",NA,NA,W15E05WPR12,"$9,680.00"
maxima-ring-yellow-gold,Maxima Ring - Yellow Gold,"Paspaley Maxima mother-of-pearl ring set in 750 yellow gold with white diamonds.Featuring a single piece of hand carved mother-of-pearl suspended from the ring, this unique piece ensures rainbow hues can be seen from every angle.",NA,NA,W15R01Y54,"$1,480.00"
maxima-rope-necklace,Maxima Rope Necklace,"Paspaley Maxima mother-of-pearl necklace set in 750 yellow gold with thirty white diamonds, total 0.62 carats.This delicate rope necklace features lustrous mother-of-pearl. A versatile piece, perfect worn draped, doubled, or layered.",NA,NA,W15N02Y,"$9,880.00"
maxima-single-pearl-necklace-white-gold,Maxima Single Pearl Necklace,"Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 white gold with two hundred and nine white diamonds, total 1.20 carats.One round Australian South Sea pearl is suspended from this yellow gold necklace, each hand crafted piece of mother-of-pearl seemingly floating on the wearer.",NA,NA,W15N07WPR15,"$21,800.00"
maxima-single-pearl-necklace,Maxima Single Pearl Necklace,"Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 yellow gold with forty-four white diamonds, total 0.48 carats.One round Australian South Sea pearl is suspended from this yellow gold necklace, with each hand crafted piece of mother-of-pearl floating.",NA,NA,W15N06YPR15,"$15,800.00"
maxima-snake-ring-with-pearl,Maxima Snake Ring with Pearl,"Paspaley Maxima Ring in 750 Yellow Gold with 1, 11mm Round Australian South Sea Pearl, Mother of Pearl and 57 White Diamonds (0.60ct)Available in a size 54, this ring delicately wraps around the finger.",NA,NA,W17R02YPR1154,"$6,980.00"
maxima-split-ring,Maxima Split Ring,"Paspaley Maxima mother-of-pearl ring set in 750 white gold with white diamonds.When on the hand, this unique design allows the mother-of-pearl to sit between the fingers. The rainbow hues of the hand carved mother-of-pearl combined with white diamonds captures the eye.",NA,NA,W15R04W54,"$2,280.00"
maxima-stud-earrings,Maxima Stud Earrings,"Paspaley Maxima mother-of-pearl earrings set in 750 yellow gold.Perfect for every day wear, this contemporary shape exudes lustre at every angle.",NA,NA,W15E01Y,"$1,080.00"
maxima-unique-pearl-sautoir,Maxima Unique Pearl Sautoir,"Paspaley Maxima mother-of-pearl necklace feauturing one, 20mm baroque Australian South Sea pearl set in 750 white gold and one hundred and twenty-two 4-11mm Australian South Sea keshi pearls, with four hundred and thirty-eight white diamonds, total 1.95 carats.",NA,NA,W15N09WPQ22,"$92,800.00"
maxima-white-long-mop-earrings-yellow-gold,Maxima White Long MOP Earrings - Yellow Gold,Paspaley Maxima White mother-of-pearl earrings in 750 Yellow Gold with 566 White Diamonds (2.5ct)This design features iridescent White mother-of-pearl with a delicate diamond trim. Stunning shoulder length earring accessories suspend from the clips to create a striking look.,NA,NA,DW17E03YAE04Y,"$20,780.00"
maxima-white-mop-earrings-yellow-gold,Maxima White MOP Earrings - Yellow Gold,Paspaley Maxima White mother-of-pearl earrings in 750 Yellow Gold with 172 White Diamonds (0.70ct)This design features iridescent White mother-of-pearl with a delicate diamond trim. This length taking you from day to night.,NA,NA,DW17E03YAE03Y,"$7,660.00"
maxima-white-mop-rope-necklace-white-gold,Maxima White MOP Rope Necklace,"Paspaley Maxima Necklace in 750 White Gold with 1, 11mm Round Australian South Sea Pearl, Black Mother of Pearl and 2017 White Diamonds (6.10ct)This modern design features Black mother-of-pearl hand-carved into a drop like shape to mimic the oceans sense of movement and light. A stunning single Round pearl clasp creates a fluid shape on the body.",NA,NA,W17N02WPR11,"$59,800.00"
maxima-white-mop-rope-necklace-yellow-gold,Maxima White MOP Rope Necklace,"Paspaley Maxima Necklace in 750 Yellow Gold with 8, 11-12mm Round Australian South Sea Pearls, Mother of Pearl and 1758 White Diamonds (5.00ct)This modern design features white mother-of-pearl hand-carved into a drop like shape to mimic the oceans sense of movement and light. Combines with 8 Round pearls creating an extrodinary look.",NA,NA,W17N03YPR11,"$68,800.00"
mirror-trace-chain-45cm-white-gold,Mirror Trace Chain-45cm,"Paspaley classic mirror trace chain in 750 white gold, 2.4mm wide, length 45cm.This classic white gold chain with its mirror-like finish and feature diamond clasp is the ideal accessory for a medium to large sized pendant.",NA,NA,C00C00W2445,"$1,060.00"
mirror-trace-chain-45cm-yellow-gold,Mirror Trace Chain-45cm,"Paspaley classic mirror trace chain in 750 yellow gold, 2.4mm wide, length 45cm.This classic yellow gold chain with its mirror-like finish and feature diamond clasp is the ideal accessory for a medium to large sized pendant.",NA,NA,C00C00Y2445,"$1,060.00"
mother-of-pearl-clam-shell-earrings-white-gold,Mother-of-pearl Clam Shell Earrings White Gold,"Earrings in 750 White Gold with two, 5mm Keshi Baroque Australian South Sea Pearls, 218 White Diamonds and Mother-of-Pearl.
These beautiful earrings feature hidden Keshi pearls, only the wearer will know they exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that would naturally cover shells on the beach.",NA,NA,DC16E06WX17AE11,"$14,160.00"
mother-of-pearl-clam-shell-earrings-yellow-gold,Mother-of-pearl Clam Shell Earrings Yellow Gold,"Earrings in 750 Yellow Gold with two, 5mm Keshi Baroque Australian South Sea Pearls, 218 White Diamonds and Mother-of-Pearl .
These beautiful earrings feature hidden Keshi pearls, only the wearer will know they exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that would naturally cover shells on the beach.",NA,NA,DC16E06YX17AE11,"$14,160.00"
mother-of-pearl-shell,Mother of Pearl Shell,"Paspaley Australian South Sea Mother of Pearl Shell.The Pinctada Maxima is the rare mother shell from which all Paspaley pearls are born. Its large proportions and iridescent allure add a luxurious touch to your home. Use as a canapé plate, a soap dish, or simply as an ornament for your dresser.",NA,NA,C00A01,$100.00
muse-black-onyx-earrings,Muse Black Onyx Earrings,"Paspaley Australian South Sea pearl ear clips featuring two 13mm oval pearls and two 8mm onyx set in 950 platinum with one hundred and fifty-two white diamonds, total 0.977 carats.The graceful length of these dramatic onyx earrings set with glittering diamonds frame the face with the ultimate expression of powerful femininity.",NA,NA,R11E19PPO13,"$9,850.00"
muse-black-onyx-pendant,Muse Black Onyx Pendant,"Paspaley Australian South Sea pearl pendant featuring one 14mm oval pearl and one 8mm onyx set in 950 platinum with thirty-one white diamonds, total 0.282 carats. Chain available separately.Be seduced by the power of a radiant pearl teamed with sophisticated black onyx and brilliant diamonds. The perfect accessory for that little black dress.",NA,NA,R11P05PPO14,"$4,850.00"
muse-necklace,Muse Necklace,"Paspaley Australian South Sea pearl necklace featuring seven 12-15mm oval pearls set in 950 platinum with one thousand five hundred and nine white diamonds, total 6.605 carats.This simple design highlights the natural beauty of seven perfectly round Paspaley pearls.",NA,NA,R11N13PPO12,"$54,800.00"
muse-rose-quartz-earrings-oval-yellow-gold,Muse Rose Quartz Earrings,"Paspaley Australian South Sea pearl earrings featuring two 12mm oval pearls set in 750 yellow gold with two 8mm rose quartz and forty-two white diamonds, total 0.642 carats.These earrings ooze glamour as subtle nude tones complement radiant pearls.  This smart design offers the versatility of three styles through detachable studs and pearls.",NA,NA,R11E16YPO12,"$7,680.00"
muse-rose-quartz-earrings-rose-quartz,Muse Rose Quartz Earrings,"Paspaley Australian South Sea pearl earrings featuring two 12mm oval pearls and two 8mm rose quartz set in 750 yellow gold with one hundred and fifty-two white diamonds, total 0.977 carats.The graceful length of these soft rose quartz earrings set with glittering diamonds frame the face with the ultimate expression of sophisticated femininity.",NA,NA,R11E18YPO12,"$8,250.00"
muse-rose-quartz-earrings-round-yellow-gold,Muse Rose Quartz Earrings,"Paspaley Australian South Sea pearl earrings featuring two 14mm round pearls set in 750 yellow gold with two 8mm rose quartz and forty-two white diamonds, total 0.642 carats.These earrings ooze glamour as subtle nude tones complement radiant pearls.  This smart design offers the versatility of three styles through detachable studs and pearls.",NA,NA,R11E16YPR14,"$8,530.00"
muse-signature-bangle,Muse Signature Bangle,"Paspaley Australian South Sea pearl bracelet featuring one 13mm oval pearl and one 14mm rose quartz set in 750 yellow gold with fifty-nine white diamonds, total 2.183 carats.Boldly modern, this captivating design blends nude tones of rose quartz with the soft hues of a radiant pearl. A signature accessory for the contemporary woman.",NA,NA,R11B01YPO13,"$26,800.00"
muse-signature-ring-platinum,Muse Signature Ring,"Paspaley Australian South Sea pearl ring featuring one 9mm keshi pearl set in 950 platinum with one 8mm onyx and forty-eight white diamonds, total 0.369 carats. Ring size 55, resize options available.Create a strong first impression with this boldly modern design that captures the essence of the contemporary woman. Dramatic onyx contrasts the soft hues of a radiant pearl to create a signature accessory.",NA,NA,R11R07PKO09,"$6,480.00"
muse-signature-ring-yellow-gold,Muse Signature Ring,"Paspaley Australian South Sea pearl ring featuring one 9mm keshi pearl set in 750 yellow gold with one 8mm rose quartz and forty-eight white diamonds, total 0.369 carats. Ring size 55, resize options available.Create a strong first impression with this boldly modern design that captures the essence of the contemporary woman. Subtle tones of rose quartz complement the soft hues of a radiant pearl to create a signature accessory.",NA,NA,R11R06YKO09,"$4,450.00"
nitrile-cord-42cm-white-gold,Nitrile Cord-42cm,"Paspaley classic nitrile cord with 750 white gold key ends, 5mm wide, length 42cm.A must-have accessory, this nitrile cord is perfectly finished with white gold key ends and can be worn with a single pearl for a smart casual look.",NA,NA,C00C50W5042,$430.00
